status	lemma	pos	source_frequency_rank	meaning_ja_candidate	meaning_ja_alternatives	level_candidate	distractor_group_candidate	example_en	example_ja	confidence	source_synsets	notes
approved	interpretation	noun	5194	解釈	通解 / 判読 / 叙説	toeic800	learning-noun			31	05928513-n,00100543-n,07170753-n,05766247-n	何かの意味または重要性の心的表現; 芸術行為によって表現された、何かを解釈する行為; a mental representation of the meaning or significance of something; curated
approved	leaf	noun	5195	葉	樹葉 / 木の葉 / 木ノ葉	toeic800	learning-noun			31	13152742-n,06256229-n	高等植物の、光合成と蒸散の為の主要器官; 書かれたまたは印刷されたものの1枚（特に原稿か本の）; the main organ of photosynthesis and transpiration in higher plants; curated
approved	legitimate	adjective	5197	正当な	適法 / 合法的 / 合理的	toeic800	quality-adjective			16	01636205-a,01401224-a	"認められたか認められた標準または原則に従って; 法律によってまたは法律に従って、認可または許可された; in accordance with recognized or accepted standards or principles; ""legitimate advertising practices""; curated"
approved	lightning	noun	5199	稲光	稲妻 / 稲魂 / 雷光	toeic800	daily-noun			30	11475279-n	発光によって伴われる、突然の雲から雲へまたは雲から地上への放電; abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light; curated
approved	pension	noun	5209	年金	恩給 / 退職年金	toeic800	people-noun			25	13384164-n	彼らが働くことなく生活できることを目的とする、定期的な支払い; a regular payment to a person that is intended to allow them to subsist without working; curated
approved	socialist	noun	5222	社会主義者		toeic800	daily-noun			15	10618848-n	社会主義の政治的な主唱者; a political advocate of socialism; curated
approved	socialist	adjective	5223	社会主義の	社会主義的	toeic800	quality-adjective			21	00298041-a	"社会主義の原則を支持する、または、従う; advocating or following the socialist principles; ""socialistic government""; curated"
approved	tension	noun	5226	緊張	ストレス / ストレッス / テンション	toeic800	travel-noun			31	14376188-n,14544335-n,13980596-n	"精神的または感情的な緊張または不安の状態; 伸ばされる、または引っ張られるという物理的な状況; (psychology) a state of mental or emotional strain or suspense; ""he suffered from fatigue and emotional tension""; ""stress is a vasoconstrictor""; curated"
approved	touching	adjective	5229	感動的な	涙ぐましい	toeic800	quality-adjective			22	01560821-a	"影響を起こすさま; arousing affect; ""the homecoming of the released hostages was an affecting scene""; ""poignant grief cannot endure forever""; ""his gratitude was simple and touching""; curated"
approved	unemployment	noun	5233	失業		toeic800	business-noun			22	13968308-n	"失業、あるいは仕事をしていないこと; the state of being unemployed or not having a job; ""unemployment is a serious social evil""; ""the rate of unemployment is an indicator of the health of an economy""; curated"
approved	advocate	verb	5238	提唱する	推挙 / 推挽 / 推薦	toeic800	basic-verb-action			31	00875141-v	"何かを要求する; push for something; ""The travel agent recommended strongly that we not travel on Thanksgiving Day""; curated"
approved	continuous	adjective	5250	持続的な	継続的 / 連続的 / 綿々たる	toeic800	condition-adjective			31	00594413-a	"間断なく時間またはスペースが続くさま; continuing in time or space without interruption; ""a continuous rearrangement of electrons in the solar atoms results in the emission of light""- James Jeans; ""a continuous bout of illness lasting six months""; ""lived in continuous fear""; ""a continuous row of warehouses""; ""a continuous line has no gaps or breaks in it""; ""moving midweek holidays to the nearest Monday or Friday allows uninterrupted work weeks""; curated"
approved	duck	noun	5259	鴨	カモ / 合鴨 / 家鴨	toeic800	travel-noun			23	01846331-n	野生または飼い慣らされた遊泳性の小さな鳥で、たいてい平たい体に短い肢を持ち、肢には水掻きが付いていて、くちばしは幅広い; small wild or domesticated web-footed broad-billed swimming bird usually having a depressed body and short legs; curated
approved	excess	adjective	5265	余計な	冗多 / 冗長 / 過剰	toeic800	condition-adjective			25	01581305-a	"必要である、希望される、あるいは必要であるより多いもの; more than is needed, desired, or required; ""trying to lose excess weight""; ""found some extra change lying on the dresser""; ""yet another book on heraldry might be thought redundant""; ""skills made redundant by technological advance""; ""sleeping in the spare room""; ""supernumerary ornamentation""; ""it was supererogatory of her to gloat""; ""delete superfluous (or unnecessary) words""; ""extra ribs as well as other supernumerary internal parts""; ""surplus cheese distributed to the needy""; curated"
approved	gravity	noun	5272	引力	重力 / 万有引力 / 厳粛さ	toeic800	business-noun			19	11464143-n,07512147-n	"宇宙のすべての塊の間の引力; 特に、地球の表面付近の物体に対する地球の質量の引力; (physics) the force of attraction between all masses in the universe; especially the attraction of the earth's mass for bodies near its surface; ""the more remote the body the less the gravity""; ""the gravitation between two bodies is proportional to the product of their masses and inversely proportional to the square of the distance between them""; ""gravitation cannot be held responsible for people falling in love""--Albert Einstein; curated"
approved	highlight	verb	5275	強調する	目だたす / 目立たす	toeic800	communication-verb			19	00514069-v	"もっとよく見えるようにまたははっきりとするように前部に移動する; move into the foreground to make more visible or prominent; ""The introduction highlighted the speaker's distinguished career in linguistics""; curated"
approved	nail	noun	5285	爪	釘 / 爪甲 / 生爪	toeic800	daily-noun			22	05581693-n	指の背面の一部を覆い保護する、角質の板; horny plate covering and protecting part of the dorsal surface of the digits; curated
approved	sink	noun	5299	シンク	溜め	toeic800	daily-noun			25	04223580-n	壁または床に取り付けられて、排水管を備えている水鉢からなる衛生器具; plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe; curated
approved	sink	verb	5300	沈む	低まる / 倒れる / くず折れる	toeic800	basic-verb-action			31	01985923-v,01989873-v	"低い場所、または高さかがむ、あるいは落ちる; 沈んでいく; fall or descend to a lower place or level; ""He sank to his knees""; curated"
approved	swim	noun	5309	水泳	水練 / 泳ぎ / 游泳	toeic800	daily-noun			13	00442115-n	"泳ぐ行為; the act of swimming; ""it was the swimming they enjoyed most"": ""they took a short swim in the pool""; curated"
approved	transformation	noun	5315	変化	変形 / 変換 / 変質	toeic800	daily-noun			22	07359599-n	質的変化; a qualitative change; curated
approved	vulnerable	adjective	5318	脆弱な	脆弱性	toeic800	quality-adjective			31	02523275-a	"攻撃されやすい; susceptible to attack; ""a vulnerable bridge""; curated"
approved	bronze	noun	5326	青銅	ブロンズ	toeic800	daily-noun			19	14717275-n	銅、スズ、時にはその他の金属の合金; スズの代わりに他の元素を含む、銅を主成分とした合金; an alloy of copper and tin and sometimes other elements; also any copper-base alloy containing other elements in place of tin; curated
approved	chronic	adjective	5337	慢性の	慢性的 / 常習的	toeic800	quality-adjective			30	00045123-a	"長期間にわたって続く、再発する、または長期間の苦しみによって特徴付けられる; being long-lasting and recurrent or characterized by long suffering; ""chronic indigestion""; ""a chronic shortage of funds""; ""a chronic invalid""; curated"
approved	distinguished	adjective	5346	優れた	卓越した / 偉 / 偉大	toeic800	quality-adjective			31	01278080-a	"（人について使用され）人格、業績、または評判で他の人に勝る; (used of persons) standing above others in character or attainment or reputation; ""our distinguished professor""; curated"
approved	generous	adjective	5358	寛大な	太っ腹 / 惜しみ無い / 豊	toeic800	condition-adjective			19	01111016-a,01114434-a	"惜しみなく与えて、共有することを望んでいる; 性質と心が小さくない; willing to give and share unstintingly; ""a generous donation""; curated"
approved	laser	noun	5364	レーザー	レーザー	toeic800	technology-noun			13	03643253-n	「誘導放出を用いた光の増幅」の頭字語; コヒーレント光の強力な単色ビーム作り出す光学装置; an acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light; curated
